#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP058277.1",1773504,1775777,"-",,,"HXW97_RS07795","WP_202098025.1",757,"heavy metal translocating P-type ATPase"
"chromosome","NZ_CP058277.1",1775838,1776023,"-",,,"HXW97_RS07800","WP_202098026.1",61,"hypothetical protein"
"chromosome","NZ_CP058277.1",1776211,1777752,"+",,,"HXW97_RS07805","WP_202098359.1",513,"phospholipase C"
"chromosome","NZ_CP058277.1",1777906,1779423,"+",,,"HXW97_RS07810","WP_094358086.1",505,"cyclic nucleotide-binding domain-containing protein"
"chromosome","NZ_CP058277.1",1780871,1781476,"-",,,"HXW97_RS07820","WP_202098027.1",201,"TetR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1781664,1782614,"+",,,"HXW97_RS07825","WP_202098028.1",316,"DUF2236 domain-containing protein"
"chromosome","NZ_CP058277.1",1782635,1782898,"-",,,"HXW97_RS07830","WP_011742332.1",87,"MULTISPECIES: 30S ribosomal protein S18"
"chromosome","NZ_CP058277.1",1782905,1783210,"-",,"rpsN","HXW97_RS07835","WP_011742331.1",101,"MULTISPECIES: 30S ribosomal protein S14"
"chromosome","NZ_CP058277.1",1783211,1783375,"-",,"rpmG","HXW97_RS07840","WP_011742330.1",54,"MULTISPECIES: 50S ribosomal protein L33"
"chromosome","NZ_CP058277.1",1783375,1783611,"-",,"rpmB","HXW97_RS07845","WP_011742329.1",78,"MULTISPECIES: 50S ribosomal protein L28"
"chromosome","NZ_CP058277.1",1783741,1784937,"+",,,"HXW97_RS07850","WP_094358237.1",398,"GTP-binding protein"
"chromosome","NZ_CP058277.1",1784934,1785206,"+",,,"HXW97_RS07855","WP_012392282.1",90,"MULTISPECIES: type B 50S ribosomal protein L31"
"chromosome","NZ_CP058277.1",1785376,1786275,"+",,,"HXW97_RS07860","WP_094358094.1",299,"SDR family NAD(P)-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1786278,1787864,"+",,,"HXW97_RS07865","WP_202098029.1",528,"AMP-binding protein"
"chromosome","NZ_CP058277.1",1793168,1793401,"-",,,"HXW97_RS07875","WP_015354093.1",77,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1793775,1795448,"+",,,"HXW97_RS07880","WP_202098030.1",557,"PE domain-containing protein"
"chromosome","NZ_CP058277.1",1795572,1796441,"+",,,"HXW97_RS07885","WP_202098031.1",289,"rhomboid family intramembrane serine protease"
"chromosome","NZ_CP058277.1",1796476,1796937,"+",,,"HXW97_RS07890","WP_012392288.1",153,"SRPBCC family protein"
"chromosome","NZ_CP058277.1",1796919,1797707,"-",,,"HXW97_RS07895","WP_202098032.1",262,"SDR family oxidoreductase"
"chromosome","NZ_CP058277.1",1797709,1799319,"-",,,"HXW97_RS07900","WP_202098033.1",536,"AMP-binding protein"
"chromosome","NZ_CP058277.1",1799329,1800108,"-",,,"HXW97_RS07905","WP_011742319.1",259,"MULTISPECIES: GntR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1800121,1801743,"-",,,"HXW97_RS07910","WP_202098034.1",540,"SMP-30/gluconolactonase/LRE family protein"
"chromosome","NZ_CP058277.1",1801880,1802755,"+",,,"HXW97_RS07915","WP_202098035.1",291,"SDR family oxidoreductase"
"chromosome","NZ_CP058277.1",1802790,1804151,"+",,,"HXW97_RS07920","WP_041324255.1",453,"aromatic ring-hydroxylating dioxygenase subunit alpha"
"chromosome","NZ_CP058277.1",1804166,1805347,"+",,,"HXW97_RS07925","WP_012392294.1",393,"MULTISPECIES: LLM class flavin-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1805353,1807206,"+",,,"HXW97_RS07930","WP_202098036.1",617,"FAD-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1808133,1809353,"+",,,"HXW97_RS07940","WP_012392297.1",406,"MULTISPECIES: CoA transferase"
"chromosome","NZ_CP058277.1",1809591,1811603,"+",,,"HXW97_RS07945","WP_094358108.1",670,"acyltransferase"
"chromosome","NZ_CP058277.1",1811607,1812272,"-",,,"HXW97_RS07950","WP_202098037.1",221,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1812847,1813062,"+",,,"HXW97_RS07955","WP_012392300.1",71,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1813170,1814918,"+",,,"HXW97_RS07960","WP_202098038.1",582,"divalent metal cation transporter"
"chromosome","NZ_CP058277.1",1814970,1815725,"-",,,"HXW97_RS07965","WP_012392302.1",251,"MULTISPECIES: L,D-transpeptidase"
"chromosome","NZ_CP058277.1",1816141,1817073,"+",,,"HXW97_RS07970","WP_094358243.1",310,"LysR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1817057,1818820,"-",,"oxc","HXW97_RS07975","WP_036451596.1",587,"oxalyl-CoA decarboxylase"
"chromosome","NZ_CP058277.1",1819087,1820721,"+",,,"HXW97_RS07980","WP_202098039.1",544,"FadD7 family fatty acid--CoA ligase"
"chromosome","NZ_CP058277.1",1820718,1821194,"-",,,"HXW97_RS07985","WP_012392306.1",158,"hypothetical protein"
"chromosome","NZ_CP058277.1",1821210,1823366,"-",,,"HXW97_RS07990","WP_202098040.1",718,"elongation factor G-like protein EF-G2"
"chromosome","NZ_CP058277.1",1823537,1823947,"-",,,"HXW97_RS07995","WP_011742304.1",136,"MULTISPECIES: TIGR03668 family PPOX class F420-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1824009,1824509,"+",,,"HXW97_RS08000","WP_011742303.1",166,"MULTISPECIES: nuclear transport factor 2 family protein"
"chromosome","NZ_CP058277.1",1824622,1825695,"+",,,"HXW97_RS08005","WP_036451601.1",357,"serine protease"
"chromosome","NZ_CP058277.1",1825817,1827601,"+",,"treS","HXW97_RS08010","WP_049785188.1",594,"MULTISPECIES: maltose alpha-D-glucosyltransferase"
"chromosome","NZ_CP058277.1",1827675,1829042,"+",,,"HXW97_RS08015","WP_012392311.1",455,"MULTISPECIES: phosphotransferase"
"chromosome","NZ_CP058277.1",1829157,1829837,"+",,,"HXW97_RS08020","WP_012392312.1",226,"MULTISPECIES: DUF1275 domain-containing protein"
"chromosome","NZ_CP058277.1",1829917,1830957,"-",,,"HXW97_RS08025","WP_011742299.1",346,"MULTISPECIES: esterase family protein"
"chromosome","NZ_CP058277.1",1831310,1831807,"-",,,"HXW97_RS08030","WP_012392313.1",165,"MULTISPECIES: metallophosphoesterase"
"chromosome","NZ_CP058277.1",1831844,1832299,"+",,,"HXW97_RS08035","WP_012392314.1",151,"MULTISPECIES: MaoC family dehydratase"
"chromosome","NZ_CP058277.1",1832380,1833675,"-",,,"HXW97_RS08040","WP_202098041.1",431,"acyl-CoA dehydrogenase family protein"
"chromosome","NZ_CP058277.1",1833837,1834442,"+",,,"HXW97_RS08045","WP_012392316.1",201,"GNAT family N-acetyltransferase"
"chromosome","NZ_CP058277.1",1834479,1836509,"-",,,"HXW97_RS08050","WP_020727786.1",676,"cyclic nucleotide-binding domain-containing protein"
"chromosome","NZ_CP058277.1",1836640,1837308,"-",,,"HXW97_RS08055","WP_012392318.1",222,"MULTISPECIES: TetR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1837379,1838476,"+",,,"HXW97_RS08060","WP_202098042.1",365,"2Fe-2S iron-sulfur cluster binding domain-containing protein"
"chromosome","NZ_CP058277.1",1838578,1839645,"+",,,"HXW97_RS08065","WP_051155137.1",355,"acyl-CoA desaturase"
"chromosome","NZ_CP058277.1",1839915,1840439,"+",,,"HXW97_RS08070","WP_011742291.1",174,"MULTISPECIES: SRPBCC family protein"
"chromosome","NZ_CP058277.1",1840439,1841488,"+",,,"HXW97_RS08075","WP_202098043.1",349,"LLM class flavin-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1841490,1842602,"-",,,"HXW97_RS08080","WP_202098044.1",370,"DUF1214 domain-containing protein"
"chromosome","NZ_CP058277.1",1842599,1843198,"-",,,"HXW97_RS08085","WP_012392323.1",199,"TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1843227,1844468,"+",,,"HXW97_RS08090","WP_202098045.1",413,"sulfotransferase"
"chromosome","NZ_CP058277.1",1844507,1845397,"+",,,"HXW97_RS08095","WP_011742287.1",296,"MULTISPECIES: alpha/beta hydrolase"
"chromosome","NZ_CP058277.1",1845461,1846504,"-",,,"HXW97_RS08100","WP_012392326.1",347,"MULTISPECIES: alcohol dehydrogenase catalytic domain-containing protein"
"chromosome","NZ_CP058277.1",1846511,1846723,"-",,,"HXW97_RS08105","WP_012392327.1",70,"MULTISPECIES: TOBE domain-containing protein"
"chromosome","NZ_CP058277.1",1846769,1847374,"-",,,"HXW97_RS08110","WP_012392328.1",201,"TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1847504,1848829,"+",,,"HXW97_RS08115","WP_202098046.1",441,"cytochrome P450"
"chromosome","NZ_CP058277.1",1848866,1849381,"-",,"msrA","HXW97_RS08120","WP_202098047.1",171,"peptide-methionine (S)-S-oxide reductase MsrA"
"chromosome","NZ_CP058277.1",1849541,1850047,"+",,,"HXW97_RS08125","WP_117387561.1",168,"nuclear transport factor 2 family protein"
"chromosome","NZ_CP058277.1",1850044,1851066,"+",,,"HXW97_RS08130","WP_202098048.1",340,"NAD-dependent epimerase/dehydratase family protein"
"chromosome","NZ_CP058277.1",1851176,1851556,"+",,,"HXW97_RS08135","WP_202098049.1",126,"DUF427 domain-containing protein"
"chromosome","NZ_CP058277.1",1851543,1851944,"-",,,"HXW97_RS08140","WP_012392333.1",133,"MULTISPECIES: nuclear transport factor 2 family protein"
"chromosome","NZ_CP058277.1",1852002,1852928,"+",,,"HXW97_RS08145","WP_155945240.1",308,"DNA-3-methyladenine glycosylase 2 family protein"
"chromosome","NZ_CP058277.1",1853022,1854428,"-",,,"HXW97_RS08150","WP_012392335.1",468,"MULTISPECIES: chloride channel protein"
"chromosome","NZ_CP058277.1",1854565,1855551,"+",,,"HXW97_RS08155","WP_020727796.1",328,"pirin family protein"
"chromosome","NZ_CP058277.1",1855551,1856186,"+",,,"HXW97_RS08160","WP_012392337.1",211,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1856331,1857263,"+",,,"HXW97_RS08165","WP_012392338.1",310,"class I SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1857286,1858218,"+",,,"HXW97_RS08170","WP_085981891.1",310,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1858218,1859153,"+",,,"HXW97_RS08175","WP_012392340.1",311,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1859303,1860787,"+",,,"HXW97_RS08180","WP_012392341.1",494,"aldehyde dehydrogenase family protein"
"chromosome","NZ_CP058277.1",1860860,1861720,"+",,,"HXW97_RS08185","WP_011742271.1",286,"MULTISPECIES: SDR family oxidoreductase"
"chromosome","NZ_CP058277.1",1861725,1862693,"+",,,"HXW97_RS08190","WP_020731434.1",322,"MULTISPECIES: NADPH:quinone oxidoreductase family protein"
"chromosome","NZ_CP058277.1",1862719,1864488,"-",,,"HXW97_RS08195","WP_012392350.1",589,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1864896,1866548,"-",,,"HXW97_RS08200","WP_202098050.1",550,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1868565,1870217,"-",,,"HXW97_RS08210","WP_202098051.1",550,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1870341,1871171,"-",,,"HXW97_RS08215","WP_012392354.1",276,"tyrosine-protein phosphatase"
"chromosome","NZ_CP058277.1",1871164,1872384,"-",,,"HXW97_RS08220","WP_161966932.1",406,"acyl-CoA dehydrogenase family protein"
"chromosome","NZ_CP058277.1",1872539,1873417,"+",,,"HXW97_RS08225","WP_202098052.1",292,"hypothetical protein"
"chromosome","NZ_CP058277.1",1873492,1873953,"+",,,"HXW97_RS08230","WP_020785114.1",153,"MULTISPECIES: nuclear transport factor 2 family protein"
"chromosome","NZ_CP058277.1",1874197,1875285,"+",,,"HXW97_RS08235","WP_012392358.1",362,"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha"
"chromosome","NZ_CP058277.1",1875301,1875639,"+",,,"HXW97_RS08240","WP_011742254.1",112,"MULTISPECIES: NAD(P) transhydrogenase subunit alpha"
"chromosome","NZ_CP058277.1",1875636,1877060,"+",,,"HXW97_RS08245","WP_012392359.1",474,"MULTISPECIES: NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta"
"chromosome","NZ_CP058277.1",1877103,1877228,"-",,,"HXW97_RS08250","WP_012392360.1",41,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1877396,1878019,"+",,,"HXW97_RS08255","WP_011742251.1",207,"MULTISPECIES: TetR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1878033,1879514,"-",,,"HXW97_RS08260","WP_202098053.1",493,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1879724,1881214,"-",,,"HXW97_RS08265","WP_202098054.1",496,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1881366,1882883,"-",,,"HXW97_RS08270","WP_202098055.1",505,"PE-PPE domain-containing protein"
"chromosome","NZ_CP058277.1",1883011,1883919,"-",,,"HXW97_RS08275","WP_202098056.1",302,"alpha/beta fold hydrolase"
"chromosome","NZ_CP058277.1",1884025,1885107,"+",,,"HXW97_RS08280","WP_012392365.1",360,"diacylglycerol kinase"
"chromosome","NZ_CP058277.1",1885127,1885867,"+",,,"HXW97_RS08285","WP_012392366.1",246,"MULTISPECIES: glucose 1-dehydrogenase"
"chromosome","NZ_CP058277.1",1885888,1887228,"+",,,"HXW97_RS08290","WP_012392367.1",446,"FAD-binding oxidoreductase"
"chromosome","NZ_CP058277.1",1887235,1887780,"-",,,"HXW97_RS08295","WP_012392368.1",181,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1887839,1888654,"-",,,"HXW97_RS08300","WP_012392369.1",271,"MULTISPECIES: thioesterase family protein"
"chromosome","NZ_CP058277.1",1888694,1889551,"-",,,"HXW97_RS08305","WP_012392370.1",285,"MULTISPECIES: SMP-30/gluconolactonase/LRE family protein"
"chromosome","NZ_CP058277.1",1889644,1890534,"+",,,"HXW97_RS08310","WP_012392371.1",296,"thioesterase family protein"
"chromosome","NZ_CP058277.1",1890549,1891469,"+",,,"HXW97_RS08315","WP_202098057.1",306,"TIGR03619 family F420-dependent LLM class oxidoreductase"
"chromosome","NZ_CP058277.1",1891492,1892169,"-",,,"HXW97_RS08320","WP_012392373.1",225,"DUF427 domain-containing protein"
"chromosome","NZ_CP058277.1",1892166,1893320,"-",,,"HXW97_RS08325","WP_015354163.1",384,"MULTISPECIES: phosphotransferase"
"chromosome","NZ_CP058277.1",1893437,1894606,"+",,,"HXW97_RS08330","WP_015354164.1",389,"MULTISPECIES: CoA transferase"
"chromosome","NZ_CP058277.1",1894749,1895297,"+",,,"HXW97_RS08335","WP_202098058.1",182,"hypothetical protein"
"chromosome","NZ_CP058277.1",1895335,1896039,"+",,,"HXW97_RS08340","WP_020727815.1",234,"hypothetical protein"
"chromosome","NZ_CP058277.1",1896036,1897244,"+",,,"HXW97_RS08345","WP_012392378.1",402,"cytochrome P450"
"chromosome","NZ_CP058277.1",1897246,1898214,"+",,,"HXW97_RS08350","WP_012392379.1",322,"zinc-binding dehydrogenase"
"chromosome","NZ_CP058277.1",1898211,1898972,"+",,,"HXW97_RS08355","WP_094358181.1",253,"aldolase"
"chromosome","NZ_CP058277.1",1898969,1899703,"+",,,"HXW97_RS08360","WP_012392381.1",244,"SDR family oxidoreductase"
"chromosome","NZ_CP058277.1",1899700,1901205,"+",,,"HXW97_RS08365","WP_202098059.1",501,"NAD(P)-binding domain-containing protein"
"chromosome","NZ_CP058277.1",1901202,1902143,"+",,,"HXW97_RS08370","WP_020727819.1",313,"alpha/beta hydrolase"
"chromosome","NZ_CP058277.1",1902148,1903254,"-",,,"HXW97_RS08375","WP_015354172.1",368,"MULTISPECIES: alcohol dehydrogenase catalytic domain-containing protein"
"chromosome","NZ_CP058277.1",1903293,1903766,"+",,,"HXW97_RS08380","WP_094358189.1",157,"acyl-CoA thioesterase"
"chromosome","NZ_CP058277.1",1903839,1904279,"+",,,"HXW97_RS08385","WP_015354174.1",146,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1904304,1904996,"-",,,"HXW97_RS08390","WP_012392387.1",230,"GntR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1905156,1906805,"+",,,"HXW97_RS08395","WP_202098060.1",549,"fatty-acid--CoA ligase FadD5"
"chromosome","NZ_CP058277.1",1907021,1907824,"+",,,"HXW97_RS08400","WP_012392389.1",267,"MULTISPECIES: ABC transporter permease"
"chromosome","NZ_CP058277.1",1907826,1908695,"+",,,"HXW97_RS08405","WP_012392390.1",289,"MULTISPECIES: ABC transporter permease"
"chromosome","NZ_CP058277.1",1908700,1910004,"+",,,"HXW97_RS08410","WP_012392391.1",434,"MULTISPECIES: MCE family protein"
"chromosome","NZ_CP058277.1",1910001,1911041,"+",,,"HXW97_RS08415","WP_012392392.1",346,"virulence factor Mce family protein"
"chromosome","NZ_CP058277.1",1911038,1912603,"+",,,"HXW97_RS08420","WP_012392393.1",521,"MULTISPECIES: MCE family protein"
"chromosome","NZ_CP058277.1",1912600,1914207,"+",,,"HXW97_RS08425","WP_012392394.1",535,"virulence factor Mce family protein"
"chromosome","NZ_CP058277.1",1914279,1915430,"+",,,"HXW97_RS08430","WP_036451768.1",383,"MULTISPECIES: virulence factor Mce family protein"
"chromosome","NZ_CP058277.1",1915424,1916977,"+",,,"HXW97_RS08435","WP_012392396.1",517,"MULTISPECIES: MCE family protein"
"chromosome","NZ_CP058277.1",1916947,1917750,"+",,,"HXW97_RS08440","WP_041324277.1",267,"hypothetical protein"
"chromosome","NZ_CP058277.1",1917747,1918736,"+",,,"HXW97_RS08445","WP_012392398.1",329,"MULTISPECIES: RDD family protein"
"chromosome","NZ_CP058277.1",1918733,1919290,"+",,,"HXW97_RS08450","WP_011739286.1",185,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1919257,1920057,"+",,,"HXW97_RS08455","WP_202098061.1",266,"mammalian cell entry protein"
"chromosome","NZ_CP058277.1",1920125,1921252,"-",,,"HXW97_RS08460","WP_015354187.1",375,"MULTISPECIES: phosphodiester glycosidase family protein"
"chromosome","NZ_CP058277.1",1921316,1922689,"-",,,"HXW97_RS08465","WP_202098062.1",457,"DUF3533 domain-containing protein"
"chromosome","NZ_CP058277.1",1922739,1923464,"-",,,"HXW97_RS08470","WP_202098063.1",241,"pirin family protein"
"chromosome","NZ_CP058277.1",1923617,1925059,"-",,,"HXW97_RS08475","WP_202098064.1",480,"hypothetical protein"
"chromosome","NZ_CP058277.1",1925062,1926207,"-",,,"HXW97_RS08480","WP_202098065.1",381,"RNA polymerase subunit sigma-70"
"chromosome","NZ_CP058277.1",1926155,1926994,"+",,,"HXW97_RS08485","WP_012392405.1",279,"MULTISPECIES: alpha/beta hydrolase"
"chromosome","NZ_CP058277.1",1927041,1927790,"+",,,"HXW97_RS08490","WP_012392406.1",249,"MULTISPECIES: DUF2786 domain-containing protein"
"chromosome","NZ_CP058277.1",1927787,1928311,"+",,,"HXW97_RS08495","WP_012392407.1",174,"MULTISPECIES: TIGR04338 family metallohydrolase"
"chromosome","NZ_CP058277.1",1928368,1930443,"+",,,"HXW97_RS08500","WP_202098360.1",691,"glycoside hydrolase family 3 C-terminal domain-containing protein"
"chromosome","NZ_CP058277.1",1930489,1930635,"-",,,"HXW97_RS08505","WP_081435670.1",48,"MULTISPECIES: metallothionein"
"chromosome","NZ_CP058277.1",1930765,1934169,"-",,,"HXW97_RS08510","WP_202098066.1",1134,"PE domain-containing protein"
"chromosome","NZ_CP058277.1",1934395,1936089,"-",,"ilvD","HXW97_RS08515","WP_012392410.1",564,"MULTISPECIES: dihydroxy-acid dehydratase"
"chromosome","NZ_CP058277.1",1936229,1936519,"+",,,"HXW97_RS08520","WP_011739296.1",96,"MULTISPECIES: metal-sensitive transcriptional regulator"
"chromosome","NZ_CP058277.1",1936637,1937893,"+",,,"HXW97_RS08525","WP_117429328.1",418,"MFS transporter"
"chromosome","NZ_CP058277.1",1938013,1939038,"+",,,"HXW97_RS08530","WP_012392412.1",341,"L,D-transpeptidase family protein"
"chromosome","NZ_CP058277.1",1939235,1939831,"+",,,"HXW97_RS08535","WP_094358259.1",198,"TetR/AcrR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1939818,1942055,"+",,,"HXW97_RS08540","WP_117387590.1",745,"molybdopterin-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1942112,1944106,"-",,,"HXW97_RS08545","WP_012392415.1",664,"MULTISPECIES: M13 family metallopeptidase"
"chromosome","NZ_CP058277.1",1944149,1944796,"+",,,"HXW97_RS08550","WP_012392416.1",215,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1944793,1945482,"+",,,"HXW97_RS08555","WP_011739302.1",229,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1945469,1946008,"-",,,"HXW97_RS08560","WP_012392417.1",179,"MULTISPECIES: helix-turn-helix transcriptional regulator"
"chromosome","NZ_CP058277.1",1946005,1949022,"-",,,"HXW97_RS08565","WP_012392418.1",1005,"MMPL family transporter"
"chromosome","NZ_CP058277.1",1949377,1949886,"+",,,"HXW97_RS08570","WP_012392419.1",169,"MULTISPECIES: hemophore"
"chromosome","NZ_CP058277.1",1949888,1951105,"-",,,"HXW97_RS08575","WP_011739306.1",405,"MULTISPECIES: UPF0104 family protein"
"chromosome","NZ_CP058277.1",1951288,1952457,"+",,,"HXW97_RS08580","WP_012392420.1",389,"AI-2E family transporter"
"chromosome","NZ_CP058277.1",1952518,1955400,"-",,,"HXW97_RS08585","WP_012392421.1",960,"MMPL family transporter"
"chromosome","NZ_CP058277.1",1955506,1956243,"-",,,"HXW97_RS08590","WP_012392422.1",245,"MULTISPECIES: NYN domain-containing protein"
"chromosome","NZ_CP058277.1",1956281,1957117,"-",,"trmB","HXW97_RS08595","WP_202098361.1",278,"tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"chromosome","NZ_CP058277.1",1957262,1958392,"+",,,"HXW97_RS08600","WP_202098067.1",376,"hypothetical protein"
"chromosome","NZ_CP058277.1",1958356,1959942,"+",,,"HXW97_RS08605","WP_202098068.1",528,"hypothetical protein"
"chromosome","NZ_CP058277.1",1960145,1961974,"+",,,"HXW97_RS08610","WP_020727848.1",609,"phosphoenolpyruvate carboxykinase (GTP)"
"chromosome","NZ_CP058277.1",1961984,1963507,"+",,,"HXW97_RS08615","WP_202098069.1",507,"fatty-acid--CoA ligase FadD4"
"chromosome","NZ_CP058277.1",1963510,1964478,"+",,,"HXW97_RS08620","WP_202098070.1",322,"enoyl-CoA hydratase/isomerase family protein"
"chromosome","NZ_CP058277.1",1964513,1964914,"-",,,"HXW97_RS08625","WP_012392429.1",133,"CD225/dispanin family protein"
"chromosome","NZ_CP058277.1",1965025,1966152,"-",,,"HXW97_RS08630","WP_202098362.1",375,"acyl-CoA dehydrogenase family protein"
"chromosome","NZ_CP058277.1",1966253,1967260,"+",,,"HXW97_RS08635","WP_012392431.1",335,"MULTISPECIES: acyl dehydratase"
"chromosome","NZ_CP058277.1",1967305,1968495,"+",,,"HXW97_RS08640","WP_202098363.1",396,"CoA transferase"
"chromosome","NZ_CP058277.1",1968495,1969796,"+",,,"HXW97_RS08645","WP_012392432.1",433,"amidohydrolase family protein"
"chromosome","NZ_CP058277.1",1970115,1970816,"+",,,"HXW97_RS08650","WP_015354213.1",233,"MULTISPECIES: SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1970813,1972159,"+",,,"HXW97_RS08655","WP_202098071.1",448,"molybdopterin-dependent oxidoreductase"
"chromosome","NZ_CP058277.1",1972161,1972679,"+",,,"HXW97_RS08660","WP_011739319.1",172,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1972817,1974013,"+",,,"HXW97_RS08665","WP_202098364.1",398,"alpha/beta hydrolase fold domain-containing protein"
"chromosome","NZ_CP058277.1",1974058,1975497,"+",,,"HXW97_RS08670","WP_012392436.1",479,"MULTISPECIES: wax ester/triacylglycerol synthase family O-acyltransferase"
"chromosome","NZ_CP058277.1",1975494,1976276,"+",,,"HXW97_RS08675","WP_020727856.1",260,"crotonase/enoyl-CoA hydratase family protein"
"chromosome","NZ_CP058277.1",1976375,1977862,"+",,,"HXW97_RS08680","WP_202098072.1",495,"AMP-binding protein"
"chromosome","NZ_CP058277.1",1977859,1978155,"+",,,"HXW97_RS08685","WP_202098073.1",98,"hypothetical protein"
"chromosome","NZ_CP058277.1",1978705,1980459,"+",,,"HXW97_RS08690","WP_202098074.1",584,"AMP-binding protein"
"chromosome","NZ_CP058277.1",1980571,1985235,"+",,,"HXW97_RS08695","WP_202098075.1",1554,"thioester reductase domain-containing protein"
"chromosome","NZ_CP058277.1",1985313,1985933,"-",,,"HXW97_RS08700","WP_202098076.1",206,"TetR family transcriptional regulator"
"chromosome","NZ_CP058277.1",1985930,1986088,"-",,,"HXW97_RS08705","WP_020727860.1",52,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1986244,1987059,"+",,,"HXW97_RS08710","WP_012392443.1",271,"MULTISPECIES: crotonase/enoyl-CoA hydratase family protein"
"chromosome","NZ_CP058277.1",1987124,1988590,"-",,,"HXW97_RS08715","WP_012392444.1",488,"aldehyde dehydrogenase"
"chromosome","NZ_CP058277.1",1988635,1989402,"-",,,"HXW97_RS08720","WP_012392445.1",255,"MULTISPECIES: class I SAM-dependent methyltransferase"
"chromosome","NZ_CP058277.1",1989458,1990621,"+",,,"HXW97_RS08725","WP_012392446.1",387,"MULTISPECIES: glycosyltransferase family 4 protein"
"chromosome","NZ_CP058277.1",1990631,1992418,"-",,,"HXW97_RS08730","WP_202098365.1",595,"hypothetical protein"
"chromosome","NZ_CP058277.1",1992441,1993721,"-",,,"HXW97_RS08735","WP_012392448.1",426,"MULTISPECIES: DUF3068 domain-containing protein"
"chromosome","NZ_CP058277.1",1993853,1995067,"+",,,"HXW97_RS08740","WP_202098366.1",404,"acyltransferase family protein"
"chromosome","NZ_CP058277.1",1995079,1997097,"-",,,"HXW97_RS08745","WP_202098077.1",672,"PE domain-containing protein"
"chromosome","NZ_CP058277.1",1998303,1998572,"-",,,"HXW97_RS08750","WP_011739336.1",89,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",1998557,1999672,"-",,,"HXW97_RS08755","WP_202098078.1",371,"hypothetical protein"
"chromosome","NZ_CP058277.1",1999675,1999932,"-",,,"HXW97_RS08760","WP_081435772.1",85,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP058277.1",2000530,2000757,"+",,,"HXW97_RS08765","WP_202098367.1",75,"hypothetical protein"
"chromosome","NZ_CP058277.1",2000826,2001650,"-",,,"HXW97_RS08770","WP_202098079.1",274,"hypothetical protein"
"chromosome","NZ_CP058277.1",2002373,2003593,"+",,,"HXW97_RS08775","WP_117389068.1",406,"DNA polymerase III subunit epsilon"
"chromosome","NZ_CP058277.1",2003636,2005165,"-",,,"HXW97_RS08780","WP_202098080.1",509,"PE domain-containing protein"
"chromosome","NZ_CP058277.1",2005337,2006317,"-",,,"HXW97_RS08785","WP_012392457.1",326,"phosphotriesterase"
"chromosome","NZ_CP058277.1",2006659,2008365,"+",,,"HXW97_RS08790","WP_202098368.1",568,"acyl-CoA/acyl-ACP dehydrogenase"
