#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NZ_UYIP01000001.1",475095,476198,"+",,,"H8201_RS02545","WP_000225903.1",367,"MULTISPECIES: glycosyltransferase"
"Un","NZ_UYIP01000001.1",476200,477186,"+",,,"H8201_RS02550","WP_000446977.1",328,"MULTISPECIES: glycosyltransferase family 2 protein"
"Un","NZ_UYIP01000001.1",477202,478635,"+",,,"H8201_RS02555","WP_001813454.1",477,"MULTISPECIES: O-antigen polysaccharide polymerase Wzy family protein"
"Un","NZ_UYIP01000001.1",478664,479698,"+",,,"H8201_RS02560","WP_000461502.1",344,"hypothetical protein"
"Un","NZ_UYIP01000001.1",479840,480577,"+",,"mecA","H8201_RS02565","WP_185927473.1",245,"adaptor protein MecA"
"Un","NZ_UYIP01000001.1",480727,482013,"+",,,"H8201_RS02570","WP_000216382.1",428,"MULTISPECIES: homoserine dehydrogenase"
"Un","NZ_UYIP01000001.1",482015,482884,"+",,,"H8201_RS02575","WP_000692440.1",289,"homoserine kinase"
"Un","NZ_UYIP01000001.1",483359,484297,"+",,"msrB","H8201_RS02585","WP_000136403.1",312,"peptide-methionine (R)-S-oxide reductase MsrB"
"Un","NZ_UYIP01000001.1",484355,486079,"+",,,"H8201_RS02590","WP_000681689.1",574,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",486081,487829,"+",,,"H8201_RS02595","WP_000828833.1",582,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",488131,489390,"+",,,"H8201_RS02600","WP_000862488.1",419,"TRZ/ATZ family protein"
"Un","NZ_UYIP01000001.1",489640,490140,"+",,,"H8201_RS02605","WP_001287278.1",166,"MULTISPECIES: 50S ribosomal protein L10"
"Un","NZ_UYIP01000001.1",490216,490584,"+",,"rplL","H8201_RS02610","WP_001196960.1",122,"MULTISPECIES: 50S ribosomal protein L7/L12"
"Un","NZ_UYIP01000001.1",490771,490941,"+",,,"H8201_RS02615","WP_001168348.1",56,"hypothetical protein"
"Un","NZ_UYIP01000001.1",491536,491916,"+",,,"H8201_RS02630","WP_000566531.1",126,"hypothetical protein"
"Un","NZ_UYIP01000001.1",491929,492072,"+",,,"H8201_RS02635","WP_000840773.1",47,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",492165,492752,"+",,,"H8201_RS02640","WP_000821287.1",195,"CPBP family intramembrane metalloprotease"
"Un","NZ_UYIP01000001.1",492954,493091,"+",,,"H8201_RS02645","WP_000807141.1",45,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",494767,495726,"+",,,"H8201_RS02655","WP_001854785.1",319,"ATP-binding cassette domain-containing protein"
"Un","NZ_UYIP01000001.1",495741,496481,"+",,,"H8201_RS02660","WP_000356590.1",246,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",496484,497803,"+",,,"H8201_RS02665","WP_000945311.1",439,"FtsX-like permease family protein"
"Un","NZ_UYIP01000001.1",497936,498073,"+",,,"H8201_RS02670","WP_000718654.1",45,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",499981,500679,"+",,,"H8201_RS02690","WP_000078389.1",232,"N-acetylmannosamine-6-phosphate 2-epimerase"
"Un","NZ_UYIP01000001.1",500703,501626,"+",,,"H8201_RS02695","WP_000687303.1",307,"cyclically-permuted mutarotase family protein"
"Un","NZ_UYIP01000001.1",501708,503336,"+",,,"H8201_RS02700","WP_000724915.1",542,"ABC transporter substrate-binding protein"
"Un","NZ_UYIP01000001.1",503446,504396,"+",,,"H8201_RS02705","WP_000759970.1",316,"ABC transporter permease"
"Un","NZ_UYIP01000001.1",504413,505264,"+",,,"H8201_RS02710","WP_000803875.1",283,"ABC transporter permease"
"Un","NZ_UYIP01000001.1",505277,507259,"+",,,"H8201_RS02715","WP_001077263.1",660,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",507269,508678,"+",,,"H8201_RS02720","WP_000773464.1",469,"hypothetical protein"
"Un","NZ_UYIP01000001.1",508683,509171,"+",,,"H8201_RS02725","WP_000872894.1",162,"phosphatidylglycerophosphatase A"
"Un","NZ_UYIP01000001.1",509440,509847,"+",,,"H8201_RS02730","WP_000216067.1",135,"cytidine deaminase"
"Un","NZ_UYIP01000001.1",511238,511756,"-",,,"H8201_RS02745","WP_016398546.1",172,"transposase"
"Un","NZ_UYIP01000001.1",512178,512669,"+",,,"H8201_RS02755","WP_078161595.1",163,"ATP-binding cassette domain-containing protein"
"Un","NZ_UYIP01000001.1",512682,512852,"+",,,"H8201_RS02760","WP_000711939.1",56,"hypothetical protein"
"Un","NZ_UYIP01000001.1",513348,514694,"-",,"gdhA","H8201_RS02765","WP_000199560.1",448,"NADP-specific glutamate dehydrogenase"
"Un","NZ_UYIP01000001.1",516186,516404,"+",,,"H8201_RS02775","WP_001810998.1",72,"hypothetical protein"
"Un","NZ_UYIP01000001.1",516461,516745,"-",,,"H8201_RS02780","WP_162010641.1",94,"type B 50S ribosomal protein L31"
"Un","NZ_UYIP01000001.1",516799,517734,"-",,,"H8201_RS02785","WP_000401770.1",311,"bifunctional oligoribonuclease/PAP phosphatase NrnA"
"Un","NZ_UYIP01000001.1",517838,518281,"+",,,"H8201_RS02790","WP_001162129.1",147,"flavodoxin"
"Un","NZ_UYIP01000001.1",518397,518663,"+",,,"H8201_RS02795","WP_000362435.1",88,"MULTISPECIES: chorismate mutase"
"Un","NZ_UYIP01000001.1",518660,519034,"+",,"crcB","H8201_RS02800","WP_000712098.1",124,"MULTISPECIES: fluoride efflux transporter CrcB"
"Un","NZ_UYIP01000001.1",519028,519357,"+",,"crcB","H8201_RS02805","WP_000237416.1",109,"MULTISPECIES: fluoride efflux transporter CrcB"
"Un","NZ_UYIP01000001.1",519476,519823,"+",,"rplS","H8201_RS02810","WP_001068669.1",115,"MULTISPECIES: 50S ribosomal protein L19"
"Un","NZ_UYIP01000001.1",519991,520797,"-",,"yidA","H8201_RS02820","WP_000023518.1",268,"MULTISPECIES: sugar-phosphatase"
"Un","NZ_UYIP01000001.1",520810,522114,"-",,,"H8201_RS02825","WP_001003498.1",434,"HD domain-containing protein"
"Un","NZ_UYIP01000001.1",522186,522563,"+",,,"H8201_RS02830","WP_000702355.1",125,"DUF1934 domain-containing protein"
"Un","NZ_UYIP01000001.1",522654,522986,"+",,,"H8201_RS02835","WP_000402071.1",110,"MULTISPECIES: putative DNA-binding protein"
"Un","NZ_UYIP01000001.1",522998,524569,"+",,"ffh","H8201_RS02840","WP_000863624.1",523,"signal recognition particle protein"
"Un","NZ_UYIP01000001.1",524764,526047,"-",,,"H8201_RS02845","WP_001854903.1",427,"uracil transporter"
"Un","NZ_UYIP01000001.1",526301,527014,"-",,"rsmG","H8201_RS02850","WP_000802934.1",237,"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"
"Un","NZ_UYIP01000001.1",527108,527668,"+",,,"H8201_RS02855","WP_000219847.1",186,"LemA family protein"
"Un","NZ_UYIP01000001.1",527670,528569,"+",,"htpX","H8201_RS02860","WP_000895733.1",299,"zinc metalloprotease HtpX"
"Un","NZ_UYIP01000001.1",528718,530277,"-",,,"H8201_RS02865","WP_000558896.1",519,"ABC-F family ATP-binding cassette domain-containing protein"
"Un","NZ_UYIP01000001.1",531002,531544,"+",,,"H8201_RS02875","WP_000773226.1",180,"DUF177 domain-containing protein"
"Un","NZ_UYIP01000001.1",531544,532173,"+",,"nth","H8201_RS02880","WP_000244451.1",209,"endonuclease III"
"Un","NZ_UYIP01000001.1",532384,532905,"+",,"pyrR","H8201_RS02885","WP_000850024.1",173,"bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR"
"Un","NZ_UYIP01000001.1",532924,533847,"+",,,"H8201_RS02890","WP_001293845.1",307,"aspartate carbamoyltransferase catalytic subunit"
"Un","NZ_UYIP01000001.1",533897,534976,"+",,"carA","H8201_RS02895","WP_000166701.1",359,"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit"
"Un","NZ_UYIP01000001.1",535289,538465,"+",,"carB","H8201_RS02900","WP_001126406.1",1058,"carbamoyl-phosphate synthase large subunit"
"Un","NZ_UYIP01000001.1",538741,539550,"-",,,"H8201_RS02905","WP_001199652.1",269,"MULTISPECIES: phosphorylcholine transferase LicD"
"Un","NZ_UYIP01000001.1",539552,540355,"-",,,"H8201_RS02910","WP_000811876.1",267,"phosphorylcholine transferase LicD"
"Un","NZ_UYIP01000001.1",540365,541852,"-",,"tacF","H8201_RS02915","WP_000835918.1",495,"type IV teichoic acid flippase TacF"
"Un","NZ_UYIP01000001.1",542188,542895,"+",,,"H8201_RS02920","WP_000638502.1",235,"MULTISPECIES: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"Un","NZ_UYIP01000001.1",542900,543922,"+",,,"H8201_RS02925","WP_000609885.1",340,"alcohol dehydrogenase catalytic domain-containing protein"
"Un","NZ_UYIP01000001.1",543939,544808,"+",,"licA","H8201_RS02930","WP_000411215.1",289,"choline kinase LicA"
"Un","NZ_UYIP01000001.1",544798,545676,"+",,,"H8201_RS02935","WP_000837618.1",292,"DMT family transporter"
"Un","NZ_UYIP01000001.1",545688,546377,"+",,,"H8201_RS02940","WP_000643970.1",229,"MULTISPECIES: NTP transferase domain-containing protein"
"Un","NZ_UYIP01000001.1",546463,547311,"+",,"dprA","H8201_RS02945","WP_000705306.1",282,"MULTISPECIES: DNA-protecting protein DprA"
"Un","NZ_UYIP01000001.1",548201,549244,"+",,,"H8201_RS02950","WP_001812710.1",347,"TIGR00341 family protein"
"Un","NZ_UYIP01000001.1",549411,551498,"+",,"topA","H8201_RS02955","WP_000179648.1",695,"type I DNA topoisomerase"
"Un","NZ_UYIP01000001.1",551719,552078,"+",,,"H8201_RS02960","WP_001220357.1",119,"YbaN family protein"
"Un","NZ_UYIP01000001.1",552171,552803,"+",,,"H8201_RS02965","WP_000638789.1",210,"copper homeostasis protein CutC"
"Un","NZ_UYIP01000001.1",552847,553503,"+",,,"H8201_RS02970","WP_000461588.1",218,"MmcQ/YjbR family DNA-binding protein"
"Un","NZ_UYIP01000001.1",553522,554616,"+",,,"H8201_RS02975","WP_001010962.1",364,"2-isopropylmalate synthase"
"Un","NZ_UYIP01000001.1",555662,555931,"+",,,"H8201_RS02985","WP_000762436.1",89,"DUF1294 domain-containing protein"
"Un","NZ_UYIP01000001.1",555935,556294,"+",,"leuD","H8201_RS02990","WP_000929153.1",119,"3-isopropylmalate dehydratase small subunit"
"Un","NZ_UYIP01000001.1",556513,556656,"+",,,"H8201_RS02995","WP_000199865.1",47,"hypothetical protein"
"Un","NZ_UYIP01000001.1",556917,557078,"+",,,"H8201_RS03000","WP_001810980.1",53,"hypothetical protein"
"Un","NZ_UYIP01000001.1",557242,559173,"+",,,"H8201_RS03005","WP_001042407.1",643,"McrB family protein"
"Un","NZ_UYIP01000001.1",559160,560476,"+",,,"H8201_RS03010","WP_001813445.1",438,"McrC family protein"
"Un","NZ_UYIP01000001.1",560651,561637,"+",,,"H8201_RS03015","WP_000931162.1",328,"GMP reductase"
"Un","NZ_UYIP01000001.1",561955,562653,"+",,,"H8201_RS03025","WP_000661507.1",232,"ribonuclease III"
"Un","NZ_UYIP01000001.1",562644,566183,"+",,"smc","H8201_RS03030","WP_000280931.1",1179,"chromosome segregation protein SMC"
"Un","NZ_UYIP01000001.1",566180,566974,"+",,,"H8201_RS03035","WP_000153023.1",264,"Cof-type HAD-IIB family hydrolase"
"Un","NZ_UYIP01000001.1",566974,567792,"+",,,"H8201_RS03040","WP_000763459.1",272,"Cof-type HAD-IIB family hydrolase"
"Un","NZ_UYIP01000001.1",567796,569073,"+",,"ftsY","H8201_RS03045","WP_185927474.1",425,"signal recognition particle-docking protein FtsY"
"Un","NZ_UYIP01000001.1",569119,570606,"-",,,"H8201_RS03050","WP_000096129.1",495,"glucose-6-phosphate dehydrogenase"
"Un","NZ_UYIP01000001.1",570755,571495,"-",,,"H8201_RS03055","WP_001096316.1",246,"MULTISPECIES: amino acid ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",571495,573660,"-",,,"H8201_RS03060","WP_000726258.1",721,"MULTISPECIES: ABC transporter substrate-binding protein/permease"
"Un","NZ_UYIP01000001.1",573830,574783,"+",,,"H8201_RS03065","WP_000792119.1",317,"CPBP family intramembrane metalloprotease"
"Un","NZ_UYIP01000001.1",574860,576848,"+",,"uvrB","H8201_RS03070","WP_000607027.1",662,"excinuclease ABC subunit B"
"Un","NZ_UYIP01000001.1",577190,577678,"+",,,"H8201_RS03080","WP_000216001.1",162,"GNAT family N-acetyltransferase"
"Un","NZ_UYIP01000001.1",577751,578218,"+",,,"H8201_RS03085","WP_000085593.1",155,"MULTISPECIES: 8-oxo-dGTP diphosphatase"
"Un","NZ_UYIP01000001.1",578215,578730,"-",,,"H8201_RS03090","WP_000159174.1",171,"transcription repressor NadR"
"Un","NZ_UYIP01000001.1",578742,579269,"-",,,"H8201_RS03095","WP_001097402.1",175,"ECF transporter S component"
"Un","NZ_UYIP01000001.1",579551,580114,"-",,,"H8201_RS03100","WP_000747405.1",187,"MULTISPECIES: ECF transporter S component"
"Un","NZ_UYIP01000001.1",580098,580649,"-",,"coaC","H8201_RS03105","WP_001284128.1",183,"MULTISPECIES: phosphopantothenoylcysteine decarboxylase"
"Un","NZ_UYIP01000001.1",580661,581350,"-",,"coaB","H8201_RS03110","WP_000699495.1",229,"phosphopantothenate--cysteine ligase"
"Un","NZ_UYIP01000001.1",581580,583250,"+",,,"H8201_RS03115","WP_000845284.1",556,"formate--tetrahydrofolate ligase"
"Un","NZ_UYIP01000001.1",583578,584753,"+",,"mutY","H8201_RS03120","WP_000886153.1",391,"A/G-specific adenine glycosylase"
"Un","NZ_UYIP01000001.1",584808,585512,"+",,,"H8201_RS03125","WP_000722076.1",234,"MULTISPECIES: response regulator transcription factor"
"Un","NZ_UYIP01000001.1",585505,586854,"+",,"vicK","H8201_RS03130","WP_000886210.1",449,"cell wall metabolism sensor histidine kinase VicK"
"Un","NZ_UYIP01000001.1",586856,587665,"+",,,"H8201_RS03135","WP_001289493.1",269,"MULTISPECIES: MBL fold metallo-hydrolase"
"Un","NZ_UYIP01000001.1",587756,587998,"+",,,"H8201_RS03140","WP_000208080.1",80,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",588000,588254,"+",,,"H8201_RS03145","WP_001809704.1",84,"MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin"
"Un","NZ_UYIP01000001.1",588301,588996,"+",,,"H8201_RS03150","WP_000731162.1",231,"potassium channel family protein"
"Un","NZ_UYIP01000001.1",589345,590331,"-",,,"H8201_RS03155","WP_000204727.1",328,"MULTISPECIES: L-lactate dehydrogenase"
"Un","NZ_UYIP01000001.1",590525,592993,"+",,"gyrA","H8201_RS03160","WP_001152992.1",822,"DNA gyrase subunit A"
"Un","NZ_UYIP01000001.1",592993,593736,"+",,"srtA","H8201_RS03165","WP_000078846.1",247,"MULTISPECIES: sortase SrtA"
"Un","NZ_UYIP01000001.1",593981,594778,"+",,,"H8201_RS03170","WP_000254801.1",265,"formate/nitrite transporter family protein"
"Un","NZ_UYIP01000001.1",594926,595048,"+",,,"H8201_RS03175","WP_000196332.1",40,"PLP-dependent transferase"
"Un","NZ_UYIP01000001.1",595070,596185,"+",,,"H8201_RS03180","WP_001231028.1",371,"O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase"
"Un","NZ_UYIP01000001.1",596281,597555,"+",,,"H8201_RS03185","WP_001002635.1",424,"MULTISPECIES: DUF2130 domain-containing protein"
"Un","NZ_UYIP01000001.1",597567,600752,"+",,,"H8201_RS03190","WP_001813505.1",1061,"hypothetical protein"
"Un","NZ_UYIP01000001.1",600853,601731,"+",,"truB","H8201_RS03195","WP_001013245.1",292,"MULTISPECIES: tRNA pseudouridine(55) synthase TruB"
"Un","NZ_UYIP01000001.1",601972,602274,"+",,,"H8201_RS03200","WP_000985089.1",100,"bacteriocin immunity protein"
"Un","NZ_UYIP01000001.1",602382,603020,"+",,"udk","H8201_RS03205","WP_001181378.1",212,"MULTISPECIES: uridine kinase"
"Un","NZ_UYIP01000001.1",603148,604488,"+",,,"H8201_RS03210","WP_000417464.1",446,"exodeoxyribonuclease VII large subunit"
"Un","NZ_UYIP01000001.1",604466,604678,"+",,,"H8201_RS03215","WP_000043231.1",70,"exodeoxyribonuclease VII small subunit"
"Un","NZ_UYIP01000001.1",604675,605550,"+",,,"H8201_RS03220","WP_000743819.1",291,"polyprenyl synthetase family protein"
"Un","NZ_UYIP01000001.1",605543,606358,"+",,,"H8201_RS03225","WP_001041069.1",271,"TlyA family RNA methyltransferase"
"Un","NZ_UYIP01000001.1",606351,606782,"+",,,"H8201_RS03230","WP_001034415.1",143,"arginine repressor"
"Un","NZ_UYIP01000001.1",606789,608456,"+",,"recN","H8201_RS03235","WP_000923585.1",555,"DNA repair protein RecN"
"Un","NZ_UYIP01000001.1",608458,609186,"+",,,"H8201_RS03240","WP_000133339.1",242,"serine/threonine protein phosphatase"
"Un","NZ_UYIP01000001.1",609265,611088,"+",,"lepA","H8201_RS03245","WP_001047213.1",607,"elongation factor 4"
"Un","NZ_UYIP01000001.1",611546,612022,"+",,,"H8201_RS03255","WP_000242189.1",158,"PTS sugar transporter subunit IIA"
"Un","NZ_UYIP01000001.1",612060,612362,"+",,,"H8201_RS03260","WP_000590556.1",100,"PTS sugar transporter subunit IIB"
"Un","NZ_UYIP01000001.1",613210,613686,"+",,,"H8201_RS03270","WP_001146198.1",158,"hypothetical protein"
"Un","NZ_UYIP01000001.1",613843,614268,"+",,"lacA","H8201_RS03275","WP_185927475.1",141,"galactose-6-phosphate isomerase subunit LacA"
"Un","NZ_UYIP01000001.1",614299,614814,"+",,"lacB","H8201_RS03280","WP_001216909.1",171,"galactose-6-phosphate isomerase subunit LacB"
"Un","NZ_UYIP01000001.1",614825,615754,"+",,,"H8201_RS03285","WP_185927476.1",309,"tagatose-6-phosphate kinase"
"Un","NZ_UYIP01000001.1",615756,616736,"+",,"lacD","H8201_RS03290","WP_001229139.1",326,"MULTISPECIES: tagatose-bisphosphate aldolase"
"Un","NZ_UYIP01000001.1",616970,617806,"+",,,"H8201_RS03295","WP_000285727.1",278,"transcription antiterminator"
"Un","NZ_UYIP01000001.1",617842,618159,"+",,,"H8201_RS03300","WP_001078331.1",105,"MULTISPECIES: PTS lactose/cellobiose transporter subunit IIA"
"Un","NZ_UYIP01000001.1",618161,619855,"+",,,"H8201_RS03305","WP_000359338.1",564,"PTS transporter subunit EIIC"
"Un","NZ_UYIP01000001.1",620070,621476,"+",,"lacG","H8201_RS03310","WP_000169270.1",468,"6-phospho-beta-galactosidase"
"Un","NZ_UYIP01000001.1",621519,621770,"+",,,"H8201_RS03315","WP_000471590.1",83,"DUF3884 family protein"
"Un","NZ_UYIP01000001.1",622055,622816,"-",,,"H8201_RS03320","WP_000917600.1",253,"DeoR/GlpR transcriptional regulator"
"Un","NZ_UYIP01000001.1",622998,623960,"-",,"nrdF","H8201_RS03325","WP_000451369.1",320,"MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit beta"
"Un","NZ_UYIP01000001.1",624148,626307,"-",,"nrdE","H8201_RS03330","WP_000523249.1",719,"MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit alpha"
"Un","NZ_UYIP01000001.1",626388,626606,"-",,"nrdH","H8201_RS03335","WP_000259249.1",72,"MULTISPECIES: glutaredoxin-like protein NrdH"
"Un","NZ_UYIP01000001.1",626957,627220,"+",,,"H8201_RS03340","WP_000146947.1",87,"MULTISPECIES: phosphocarrier protein HPr"
"Un","NZ_UYIP01000001.1",627226,628959,"+",,"ptsP","H8201_RS03345","WP_000138135.1",577,"MULTISPECIES: phosphoenolpyruvate--protein phosphotransferase"
"Un","NZ_UYIP01000001.1",629212,631662,"+",,"phtA","H8201_RS03350","WP_000700447.1",816,"pneumococcal histidine triad protein PhtA"
"Un","NZ_UYIP01000001.1",631820,634297,"+",,"phtB","H8201_RS03355","WP_185927477.1",825,"pneumococcal histidine triad protein PhtB"
"Un","NZ_UYIP01000001.1",634719,635099,"+",,,"H8201_RS03360","WP_000443784.1",126,"PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM"
"Un","NZ_UYIP01000001.1",635558,636271,"+",,,"H8201_RS03365","WP_000499431.1",237,"noncanonical pyrimidine nucleotidase, YjjG family"
"Un","NZ_UYIP01000001.1",636329,636931,"+",,,"H8201_RS03370","WP_001810555.1",200,"hypothetical protein"
"Un","NZ_UYIP01000001.1",637067,637720,"+",,,"H8201_RS03375","WP_000401328.1",217,"MULTISPECIES: uracil-DNA glycosylase"
"Un","NZ_UYIP01000001.1",637730,638194,"+",,,"H8201_RS03380","WP_001135785.1",154,"8-oxo-dGTP diphosphatase"
"Un","NZ_UYIP01000001.1",638207,639475,"+",,,"H8201_RS03385","WP_000924482.1",422,"dihydroorotase"
"Un","NZ_UYIP01000001.1",639489,639749,"+",,,"H8201_RS03390","WP_001105925.1",86,"hypothetical protein"
"Un","NZ_UYIP01000001.1",639760,641121,"+",,"pdrM","H8201_RS03395","WP_000278539.1",453,"sodium-coupled multidrug efflux MATE transporter PdrM"
"Un","NZ_UYIP01000001.1",641275,642243,"+",,,"H8201_RS03400","WP_050221235.1",322,"thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha"
"Un","NZ_UYIP01000001.1",642259,643251,"+",,,"H8201_RS03405","WP_000448709.1",330,"alpha-ketoacid dehydrogenase subunit beta"
"Un","NZ_UYIP01000001.1",643469,644512,"+",,,"H8201_RS03410","WP_000752699.1",347,"dihydrolipoamide acetyltransferase"
"Un","NZ_UYIP01000001.1",644576,646261,"+",,"lpdA","H8201_RS03415","WP_001842016.1",561,"dihydrolipoyl dehydrogenase"
"Un","NZ_UYIP01000001.1",646325,647314,"+",,,"H8201_RS03420","WP_000873987.1",329,"lipoate--protein ligase"
"Un","NZ_UYIP01000001.1",647381,648451,"-",,"xerS","H8201_RS03425","WP_000817882.1",356,"tyrosine recombinase XerS"
"Un","NZ_UYIP01000001.1",649035,650585,"-",,,"H8201_RS03430","WP_000392559.1",516,"ClC family H(+)/Cl(-) exchange transporter"
"Un","NZ_UYIP01000001.1",650601,651380,"-",,,"H8201_RS03435","WP_000201133.1",259,"ribonuclease HII"
"Un","NZ_UYIP01000001.1",651367,652218,"-",,"ylqF","H8201_RS03440","WP_000201317.1",283,"ribosome biogenesis GTPase YlqF"
"Un","NZ_UYIP01000001.1",652633,653979,"-",,,"H8201_RS03445","WP_001854861.1",448,"IS1380-like element ISSpn5 family transposase"
"Un","NZ_UYIP01000001.1",654146,659383,"-",,,"H8201_RS03450","WP_000054776.1",1745,"G5 domain-containing protein"
"Un","NZ_UYIP01000001.1",659427,665537,"-",,,"H8201_RS03455","WP_185927478.1",2036,"G5 domain-containing protein"
"Un","NZ_UYIP01000001.1",667126,667383,"+",,,"H8201_RS03465","WP_001842015.1",85,"hypothetical protein"
"Un","NZ_UYIP01000001.1",667345,670995,"-",,"addA","H8201_RS03470","WP_000767263.1",1216,"helicase-exonuclease AddAB subunit AddA"
"Un","NZ_UYIP01000001.1",670992,674267,"-",,"rexB","H8201_RS03475","WP_000772356.1",1091,"ATP-dependent nuclease subunit B"
"Un","NZ_UYIP01000001.1",675539,675985,"+",,,"H8201_RS03490","WP_001813463.1",148,"tyrosine-type recombinase/integrase"
"Un","NZ_UYIP01000001.1",676123,677427,"-",,"eno","H8201_RS03495","WP_000022813.1",434,"MULTISPECIES: phosphopyruvate hydratase"
"Un","NZ_UYIP01000001.1",677591,678037,"+",,,"H8201_RS03500","WP_000131076.1",148,"MULTISPECIES: YueI family protein"
"Un","NZ_UYIP01000001.1",678034,679149,"-",,,"H8201_RS03505","WP_000706430.1",371,"glycerate kinase"
"Un","NZ_UYIP01000001.1",679158,679487,"-",,,"H8201_RS03510","WP_001810206.1",109,"MULTISPECIES: HAD hydrolase family protein"
"Un","NZ_UYIP01000001.1",679432,679803,"-",,,"H8201_RS03515","WP_001809343.1",123,"HAD-IB family phosphatase"
"Un","NZ_UYIP01000001.1",679862,681295,"-",,"glgA","H8201_RS03520","WP_000697298.1",477,"glycogen synthase GlgA"
"Un","NZ_UYIP01000001.1",681292,682431,"-",,"glgD","H8201_RS03525","WP_000687063.1",379,"glucose-1-phosphate adenylyltransferase subunit GlgD"
"Un","NZ_UYIP01000001.1",682421,683563,"-",,,"H8201_RS03530","WP_000791817.1",380,"glucose-1-phosphate adenylyltransferase"
"Un","NZ_UYIP01000001.1",683553,685481,"-",,"glgB","H8201_RS03535","WP_000370257.1",642,"1,4-alpha-glucan branching protein GlgB"
"Un","NZ_UYIP01000001.1",685857,687281,"-",,,"H8201_RS03540","WP_000199371.1",474,"NADP-dependent glyceraldehyde-3-phosphate dehydrogenase"
"Un","NZ_UYIP01000001.1",687826,690105,"-",,"pulA","H8201_RS03545","WP_000283075.1",759,"type I pullulanase"
"Un","NZ_UYIP01000001.1",690217,692175,"-",,"ligA","H8201_RS03550","WP_001042597.1",652,"NAD-dependent DNA ligase LigA"
"Un","NZ_UYIP01000001.1",693526,694389,"-",,,"H8201_RS03560","WP_000400549.1",287,"XRE/MutR family transcriptional regulator"
"Un","NZ_UYIP01000001.1",694392,696293,"-",,,"H8201_RS03565","WP_000584884.1",633,"ABC-F family ATP-binding cassette domain-containing protein"
"Un","NZ_UYIP01000001.1",696718,696993,"-",,,"H8201_RS03570","WP_001284639.1",91,"MULTISPECIES: HU family DNA-binding protein"
"Un","NZ_UYIP01000001.1",697099,697938,"-",,,"H8201_RS03575","WP_000161395.1",279,"DegV family protein"
"Un","NZ_UYIP01000001.1",698080,698928,"+",,,"H8201_RS03580","WP_000592056.1",282,"MULTISPECIES: YitT family protein"
"Un","NZ_UYIP01000001.1",699021,699938,"-",,,"H8201_RS03585","WP_000587445.1",305,"bifunctional riboflavin kinase/FAD synthetase"
"Un","NZ_UYIP01000001.1",700373,700579,"+",,,"H8201_RS03590","WP_000123637.1",68,"DUF1980 domain-containing protein"
"Un","NZ_UYIP01000001.1",700890,701183,"-",,"rpmA","H8201_RS03595","WP_000916509.1",97,"MULTISPECIES: 50S ribosomal protein L27"
"Un","NZ_UYIP01000001.1",701200,701544,"-",,,"H8201_RS03600","WP_000613699.1",114,"MULTISPECIES: ribosomal-processing cysteine protease Prp"
"Un","NZ_UYIP01000001.1",701560,701874,"-",,"rplU","H8201_RS03605","WP_000109138.1",104,"MULTISPECIES: 50S ribosomal protein L21"
"Un","NZ_UYIP01000001.1",702093,702692,"-",,,"H8201_RS03610","WP_001809201.1",199,"DUF1275 domain-containing protein"
"Un","NZ_UYIP01000001.1",703163,703405,"+",,,"H8201_RS03615","WP_001854881.1",80,"YbaB/EbfC family nucleoid-associated protein"
"Un","NZ_UYIP01000001.1",705011,705985,"-",,"pta","H8201_RS03625","WP_000451584.1",324,"phosphate acetyltransferase"
"Un","NZ_UYIP01000001.1",706029,706925,"-",,,"H8201_RS03630","WP_001210012.1",298,"RluA family pseudouridine synthase"
"Un","NZ_UYIP01000001.1",706922,707740,"-",,,"H8201_RS03635","WP_000799053.1",272,"MULTISPECIES: NAD kinase"
"Un","NZ_UYIP01000001.1",707724,708395,"-",,,"H8201_RS03640","WP_000171686.1",223,"GTP pyrophosphokinase family protein"
"Un","NZ_UYIP01000001.1",708523,709092,"+",,,"H8201_RS03645","WP_000681284.1",189,"CYTH domain-containing protein"
"Un","NZ_UYIP01000001.1",709205,710164,"+",,,"H8201_RS03650","WP_001283813.1",319,"MULTISPECIES: ribose-phosphate diphosphokinase"
