Protein_1	Protein_2	GN	PP	GF	GC	IN
Rv0146	Rv0247c	0	1	0	0	0
Rv0146	Rv0248c	0	1	0	0	0
Rv0146	Rv0263c	0	1	0	0	0
Rv0146	Rv0273c	0	1	0	0	0
Rv0146	Rv0276	0	1	0	0	0
Rv0146	Rv0281	0	1	0	0	0
Rv0146	Rv0293c	0	1	0	0	0
Rv0146	Rv0308	0	1	0	0	0
Rv0146	Rv0310c	0	1	0	0	0
Rv0146	Rv0314c	0	1	0	0	0
Rv0146	Rv0333	0	1	0	0	0
Rv0146	Rv0340	0	1	0	0	0
Rv0146	Rv0369c	0	1	0	0	0
Rv0146	Rv0371c	0	1	0	0	0
Rv0146	Rv0373c	0	1	0	0	0
Rv0146	Rv0377	0	1	0	0	0
Rv0146	Rv0380c	0	1	0	0	0
Rv0146	Rv0385	0	1	0	0	0
Rv0146	Rv0398c	0	1	0	0	0
Rv0146	Rv0420c	0	1	0	0	0
Rv0146	Rv0421c	0	1	0	0	0
Rv0146	Rv0434	0	1	0	0	0
Rv0146	Rv0435c	0	1	0	0	0
Rv0146	Rv0448c	0	1	0	0	0
Rv0146	Rv0458	0	1	0	0	0
Rv0146	Rv0459	0	1	0	0	0
Rv0146	Rv0460	0	1	0	0	0
Rv0146	Rv0461	0	1	0	0	0
Rv0146	Rv0463	0	1	0	0	0
Rv0146	Rv0472c	0	1	0	0	0
Rv0146	Rv0477	0	1	0	0	0
Rv0146	Rv0479c	0	1	0	0	0
Rv0146	Rv0480c	0	1	0	0	0
Rv0146	Rv0484c	0	1	0	0	0
Rv0146	Rv0497	0	1	0	0	0
Rv0146	Rv0516c	0	1	0	0	0
Rv0146	Rv0525	0	1	0	0	0
Rv0146	Rv0535	0	1	0	0	0
Rv0146	Rv0541c	0	1	0	0	0
Rv0146	Rv0566c	0	1	0	0	0
Rv0146	Rv0575c	0	1	0	0	0
Rv0146	Rv0576	0	1	0	0	0
Rv0146	Rv0580c	0	1	0	0	0
Rv0146	Rv0600c	0	1	0	0	0
Rv0146	Rv0658c	0	1	0	0	0
Rv0146	Rv0669c	0	1	0	0	0
Rv0146	Rv0686	0	1	0	0	0
Rv0146	Rv0695	0	1	0	0	0
Rv0146	Rv0697	0	1	0	0	0
Rv0146	Rv0712	0	1	0	0	0
Rv0146	Rv0713	0	1	0	0	0
Rv0146	Rv0725c	0	1	0	0	0
Rv0146	Rv0726c	0	1	0	0	0
Rv0146	Rv0731c	0	1	0	0	0
Rv0146	Rv0738	0	1	0	0	0
Rv0146	Rv0756c	0	1	0	0	0
Rv0146	Rv0791c	0	1	0	0	0
Rv0146	Rv0825c	0	1	0	0	0
Rv0146	Rv0830	0	1	0	0	0
Rv0146	Rv0877	0	1	0	0	0
Rv0146	Rv0893c	0	1	0	0	0
Rv0146	Rv0909	0	1	0	0	0
Rv0146	Rv0958	0	1	0	0	0
Rv0146	Rv0965c	0	1	0	0	0
Rv0146	aac	0	1	0	0	0
Rv0146	accA2	0	1	0	0	0
Rv0146	ackA	0	1	0	0	0
Rv0146	atsA	0	1	0	0	0
Rv0146	cyp135A1	0	1	0	0	0
Rv0146	cyp135B1	0	1	0	0	0
Rv0146	eccA3	0	1	0	0	0
Rv0146	eccC3	0	1	0	0	0
Rv0146	eccD3	0	1	0	0	0
Rv0146	echA2	0	1	0	0	0
Rv0146	echA3	0	1	0	0	0
Rv0146	echA4	0	1	0	0	0
Rv0146	esxG	0	1	0	0	0
Rv0146	fabG4	0	1	0	0	0
Rv0146	fadD2	0	1	0	0	0
Rv0146	fadD8	0	1	0	0	0
Rv0146	fadE6	0	1	0	0	0
Rv0146	fucA	0	1	0	0	0
Rv0146	galK	0	1	0	0	0
Rv0146	grcC1	0	1	0	0	0
Rv0146	grcC2	0	1	0	0	0
Rv0146	hbhA	0	1	0	0	0
Rv0146	hemC	0	1	0	0	0
Rv0146	htpX	0	1	0	0	0
Rv0146	kmtR	0	1	0	0	0
Rv0146	lpqN	0	1	0	0	0
Rv0146	lpqP	0	1	0	0	0
Rv0146	mce1C	0	1	0	0	0
Rv0146	mce1D	0	1	0	0	0
Rv0146	mce2C	0	1	0	0	0
Rv0146	mce2D	0	1	0	0	0
Rv0146	mgtA	0	1	0	0	0
Rv0146	mmpL11	0	1	0	0	0
Rv0146	mmpL3	0	1	0	0	0
Rv0146	mmsB	0	1	0	0	0
Rv0146	moaE2	0	1	0	0	0
Rv0146	mutT3	0	1	0	0	0
Rv0146	nirD	0	1	0	0	0
Rv0146	nusG	0	1	0	0	0
Rv0146	php	0	1	0	0	0
Rv0146	pta	0	1	0	0	0
Rv0146	ptbB	0	1	0	0	0
Rv0146	rpoB	0	1	0	0	0
Rv0146	rskA	0	1	0	0	0
Rv0146	senX3	0	1	0	0	0
Rv0146	sigK	0	1	0	0	0
Rv0146	tam	0	1	0	0	0
Rv0146	thiC	0	1	0	0	0
Rv0146	zmp1	0	1	0	0	0
Rv0147	Rv0148	1	1	0	0	0
Rv0147	Rv0161	0	1	0	0	0
Rv0147	Rv0176	0	1	0	0	0
Rv0147	Rv0183	0	1	0	0	0
Rv0147	Rv0184	0	1	0	0	0
Rv0147	Rv0185	0	1	0	0	0
Rv0147	Rv0199	0	1	0	0	0
Rv0147	Rv0200	0	1	0	0	0
Rv0147	Rv0201c	0	1	0	0	0
Rv0147	Rv0204c	0	1	0	0	0
Rv0147	Rv0207c	0	1	0	0	0
Rv0147	Rv0216	0	1	0	0	0
Rv0147	Rv0219	0	1	0	0	0
Rv0147	Rv0221	0	1	0	0	0
Rv0147	Rv0223c	0	1	0	0	0
Rv0147	Rv0224c	0	1	0	0	0
Rv0147	Rv0225	0	1	0	0	0
Rv0147	Rv0232	0	1	0	0	0
Rv0147	Rv0247c	0	1	0	0	0
Rv0147	Rv0248c	0	1	0	0	0
Rv0147	Rv0263c	0	1	0	0	0
Rv0147	Rv0273c	0	1	0	0	0
Rv0147	Rv0276	0	1	0	0	0
Rv0147	Rv0281	0	1	0	0	0
Rv0147	Rv0293c	0	1	0	0	0
Rv0147	Rv0308	0	1	0	0	0
Rv0147	Rv0310c	0	1	0	0	0
Rv0147	Rv0314c	0	1	0	0	0
Rv0147	Rv0333	0	1	0	0	0
Rv0147	Rv0340	0	1	0	0	0
Rv0147	Rv0369c	0	1	0	0	0
Rv0147	Rv0371c	0	1	0	0	0
Rv0147	Rv0373c	0	1	0	0	0
Rv0147	Rv0377	0	1	0	0	0
Rv0147	Rv0380c	0	1	0	0	0
Rv0147	Rv0385	0	1	0	0	0
Rv0147	Rv0398c	0	1	0	0	0
Rv0147	Rv0420c	0	1	0	0	0
Rv0147	Rv0421c	0	1	0	0	0
Rv0147	Rv0434	0	1	0	0	0
Rv0147	Rv0435c	0	1	0	0	0
Rv0147	Rv0448c	0	1	0	0	0
Rv0147	Rv0458	0	1	0	0	0
Rv0147	Rv0459	0	1	0	0	0
Rv0147	Rv0460	0	1	0	0	0
Rv0147	Rv0461	0	1	0	0	0
Rv0147	Rv0463	0	1	0	0	0
Rv0147	Rv0472c	0	1	0	0	0
Rv0147	Rv0477	0	1	0	0	0
Rv0147	Rv0479c	0	1	0	0	0
Rv0147	Rv0480c	0	1	0	0	0
Rv0147	Rv0484c	0	1	0	0	0
Rv0147	Rv0497	0	1	0	0	0
Rv0147	Rv0516c	0	1	0	0	0
Rv0147	Rv0525	0	1	0	0	0
Rv0147	Rv0535	0	1	0	0	0
Rv0147	Rv0541c	0	1	0	0	0
Rv0147	Rv0566c	0	1	0	0	0
Rv0147	Rv0575c	0	1	0	0	0
Rv0147	Rv0576	0	1	0	0	0
Rv0147	Rv0580c	0	1	0	0	0
Rv0147	Rv0600c	0	1	0	0	0
Rv0147	Rv0658c	0	1	0	0	0
Rv0147	Rv0669c	0	1	0	0	0
Rv0147	Rv0686	0	1	0	0	0
Rv0147	Rv0695	0	1	0	0	0
Rv0147	Rv0697	0	1	0	0	0
Rv0147	Rv0712	0	1	0	0	0
Rv0147	Rv0713	0	1	0	0	0
Rv0147	Rv0725c	0	1	0	0	0
Rv0147	Rv0726c	0	1	0	0	0
Rv0147	Rv0731c	0	1	0	0	0
Rv0147	Rv0738	0	1	0	0	0
Rv0147	Rv0756c	0	1	0	0	0
Rv0147	Rv0791c	0	1	0	0	0
Rv0147	Rv0825c	0	1	0	0	0
Rv0147	Rv0830	0	1	0	0	0
Rv0147	Rv0877	0	1	0	0	0
Rv0147	Rv0893c	0	1	0	0	0
Rv0147	Rv0909	0	1	0	0	0
Rv0147	Rv0958	0	1	0	0	0
Rv0147	Rv0965c	0	1	0	0	0
Rv0147	aac	0	1	0	0	0
Rv0147	accA2	0	1	0	0	0
Rv0147	ackA	0	1	0	0	0
Rv0147	atsA	0	1	0	0	0
Rv0147	cyp135A1	0	1	0	0	0
Rv0147	cyp135B1	0	1	0	0	0
Rv0147	eccA3	0	1	0	0	0
Rv0147	eccC3	0	1	0	0	0
Rv0147	eccD3	0	1	0	0	0
Rv0147	echA2	0	1	0	0	0
Rv0147	echA3	0	1	0	0	0
Rv0147	echA4	0	1	0	0	0
Rv0147	esxG	0	1	0	0	0
Rv0147	fabG4	0	1	0	0	0
Rv0147	fadD2	0	1	0	0	0
Rv0147	fadD8	0	1	0	0	0
Rv0147	fadE6	0	1	0	0	0
Rv0147	fucA	0	1	0	0	0
Rv0147	galK	0	1	0	0	0
Rv0147	grcC1	0	1	0	0	0
Rv0147	grcC2	0	1	0	0	0
Rv0147	hbhA	0	1	0	0	0
Rv0147	hemC	0	1	0	0	0
Rv0147	htpX	0	1	0	0	0
Rv0147	kmtR	0	1	0	0	0
Rv0147	lpqN	0	1	0	0	0
Rv0147	lpqP	0	1	0	0	0
Rv0147	mce1C	0	1	0	0	0
Rv0147	mce1D	0	1	0	0	0
Rv0147	mce2C	0	1	0	0	0
Rv0147	mce2D	0	1	0	0	0
Rv0147	mgtA	0	1	0	0	0
Rv0147	mmpL11	0	1	0	0	0
Rv0147	mmpL3	0	1	0	0	0
Rv0147	mmsB	0	1	0	0	0
Rv0147	moaE2	0	1	0	0	0
Rv0147	mutT3	0	1	0	0	0
Rv0147	nirD	0	1	0	0	0
Rv0147	nusG	0	1	0	0	0
Rv0147	php	0	1	0	0	0
Rv0147	pta	0	1	0	0	0
Rv0147	ptbB	0	1	0	0	0
Rv0147	rpoB	0	1	0	0	0
Rv0147	rskA	0	1	0	0	0
Rv0147	senX3	0	1	0	0	0
Rv0147	sigK	0	1	0	0	0
Rv0147	tam	0	1	0	0	0
Rv0147	thiC	0	1	0	0	0
Rv0147	zmp1	0	1	0	0	0
Rv0148	Rv0161	0	1	0	0	0
Rv0148	Rv0176	0	1	0	0	0
Rv0148	Rv0183	0	1	0	0	0
Rv0148	Rv0184	0	1	0	0	0
Rv0148	Rv0185	0	1	0	0	0
Rv0148	Rv0199	0	1	0	0	0
Rv0148	Rv0200	0	1	0	0	0
Rv0148	Rv0201c	0	1	0	0	0
Rv0148	Rv0204c	0	1	0	0	0
Rv0148	Rv0207c	0	1	0	0	0
Rv0148	Rv0216	0	1	0	0	0
Rv0148	Rv0219	0	1	0	0	0
Rv0148	Rv0221	0	1	0	0	0
Rv0148	Rv0223c	0	1	0	0	0
Rv0148	Rv0224c	0	1	0	0	0
Rv0148	Rv0225	0	1	0	0	0
Rv0148	Rv0232	0	1	0	0	0
Rv0148	Rv0247c	0	1	0	0	0
Rv0148	Rv0248c	0	1	0	0	0
Rv0148	Rv0263c	0	1	0	0	0
Rv0148	Rv0273c	0	1	0	0	0
Rv0148	Rv0276	0	1	0	0	0
Rv0148	Rv0281	0	1	0	0	0
Rv0148	Rv0293c	0	1	0	0	0
Rv0148	Rv0308	0	1	0	0	0
Rv0148	Rv0310c	0	1	0	0	0
Rv0148	Rv0314c	0	1	0	0	0
Rv0148	Rv0333	0	1	0	0	0
Rv0148	Rv0340	0	1	0	0	0
Rv0148	Rv0369c	0	1	0	0	0
Rv0148	Rv0371c	0	1	0	0	0
Rv0148	Rv0373c	0	1	0	0	0
Rv0148	Rv0377	0	1	0	0	0
Rv0148	Rv0380c	0	1	0	0	0
Rv0148	Rv0385	0	1	0	0	0
Rv0148	Rv0398c	0	1	0	0	0
Rv0148	Rv0420c	0	1	0	0	0
Rv0148	Rv0421c	0	1	0	0	0
Rv0148	Rv0434	0	1	0	0	0
Rv0148	Rv0435c	0	1	0	0	0
Rv0148	Rv0448c	0	1	0	0	0
Rv0148	Rv0458	0	1	0	0	0
Rv0148	Rv0459	0	1	0	0	0
Rv0148	Rv0460	0	1	0	0	0
Rv0148	Rv0461	0	1	0	0	0
Rv0148	Rv0463	0	1	0	0	0
Rv0148	Rv0472c	0	1	0	0	0
Rv0148	Rv0477	0	1	0	0	0
Rv0148	Rv0479c	0	1	0	0	0
Rv0148	Rv0480c	0	1	0	0	0
Rv0148	Rv0484c	0	1	0	0	0
Rv0148	Rv0497	0	1	0	0	0
Rv0148	Rv0516c	0	1	0	0	0
Rv0148	Rv0525	0	1	0	0	0
Rv0148	Rv0535	0	1	0	0	0
Rv0148	Rv0541c	0	1	0	0	0
Rv0148	Rv0566c	0	1	0	0	0
Rv0148	Rv0575c	0	1	0	0	0
Rv0148	Rv0576	0	1	0	0	0
Rv0148	Rv0580c	0	1	0	0	0
Rv0148	Rv0600c	0	1	0	0	0
Rv0148	Rv0658c	0	1	0	0	0
Rv0148	Rv0669c	0	1	0	0	0
Rv0148	Rv0686	0	1	0	0	0
Rv0148	Rv0695	0	1	0	0	0
Rv0148	Rv0697	0	1	0	0	0
Rv0148	Rv0712	0	1	0	0	0
Rv0148	Rv0713	0	1	0	0	0
Rv0148	Rv0725c	0	1	0	0	0
Rv0148	Rv0726c	0	1	0	0	0
Rv0148	Rv0731c	0	1	0	0	0
Rv0148	Rv0738	0	1	0	0	0
Rv0148	Rv0756c	0	1	0	0	0
Rv0148	Rv0791c	0	1	0	0	0
Rv0148	Rv0825c	0	1	0	0	0
Rv0148	Rv0830	0	1	0	0	0
Rv0148	Rv0877	0	1	0	0	0
Rv0148	Rv0893c	0	1	0	0	0
Rv0148	Rv0909	0	1	0	0	0
Rv0148	Rv0958	0	1	0	0	0
Rv0148	Rv0965c	0	1	0	0	0
Rv0148	aac	0	1	0	0	0
Rv0148	accA2	0	1	0	0	0
Rv0148	ackA	0	1	0	0	0
Rv0148	atsA	0	1	0	0	0
Rv0148	cyp135A1	0	1	0	0	0
Rv0148	cyp135B1	0	1	0	0	0
Rv0148	eccA3	0	1	0	0	0
Rv0148	eccC3	0	1	0	0	0
Rv0148	eccD3	0	1	0	0	0
Rv0148	echA2	0	1	0	0	0
Rv0148	echA3	0	1	0	0	0
Rv0148	echA4	0	1	0	0	0
Rv0148	esxG	0	1	0	0	0
Rv0148	fabG4	0	1	0	0	0
Rv0148	fadD2	0	1	0	0	0
Rv0148	fadD8	0	1	0	0	0
Rv0148	fadE6	0	1	0	0	0
Rv0148	fucA	0	1	0	0	0
Rv0148	galK	0	1	0	0	0
Rv0148	grcC1	0	1	0	0	0
Rv0148	grcC2	0	1	0	0	0
Rv0148	hbhA	0	1	0	0	0
Rv0148	hemC	0	1	0	0	0
Rv0148	htpX	0	1	0	0	0
Rv0148	kmtR	0	1	0	0	0
Rv0148	lpqN	0	1	0	0	0
Rv0148	lpqP	0	1	0	0	0
Rv0148	mce1C	0	1	0	0	0
Rv0148	mce1D	0	1	0	0	0
Rv0148	mce2C	0	1	0	0	0
Rv0148	mce2D	0	1	0	0	0
Rv0148	mgtA	0	1	0	0	0
Rv0148	mmpL11	0	1	0	0	0
Rv0148	mmpL3	0	1	0	0	0
Rv0148	mmsB	0	1	0	0	0
Rv0148	moaE2	0	1	0	0	0
Rv0148	mutT3	0	1	0	0	0
Rv0148	nirD	0	1	0	0	0
Rv0148	nusG	0	1	0	0	0
Rv0148	php	0	1	0	0	0
Rv0148	pta	0	1	0	0	0
Rv0148	ptbB	0	1	0	0	0
Rv0148	rpoB	0	1	0	0	0
Rv0148	rskA	0	1	0	0	0
Rv0148	senX3	0	1	0	0	0
Rv0148	sigK	0	1	0	0	0
Rv0148	tam	0	1	0	0	0
Rv0148	thiC	0	1	0	0	0
Rv0148	zmp1	0	1	0	0	0
Rv0149	Rv0181c	0	1	0	0	0
Rv0149	Rv0235c	0	1	0	0	0
Rv0149	Rv0332	0	1	0	0	0
Rv0149	Rv0367c	0	1	0	0	0
Rv0149	Rv0372c	0	1	0	0	0
Rv0149	Rv0374c	0	1	0	0	0
Rv0149	Rv0433	0	1	0	0	0
Rv0149	Rv0502	0	1	0	0	0
Rv0149	Rv0569	0	1	0	0	0
Rv0149	Rv0689c	0	1	0	0	0
Rv0149	Rv0792c	0	1	0	0	0
Rv0149	Rv0852	0	1	0	0	0
Rv0149	ccsA	0	1	0	0	0
Rv0149	deoC	0	1	0	0	0
Rv0149	dnaK	0	1	0	0	0
Rv0149	galE1	0	1	0	0	0
Rv0149	grpE	0	1	0	0	0
Rv0149	hemL	0	1	0	0	0
Rv0149	mce2R	0	1	0	0	0
Rv0149	murB	0	1	0	0	0
Rv0149	nrdB	0	1	0	0	0
Rv0149	pepD	0	1	0	0	0
Rv0149	prrB	0	1	0	0	0
Rv0149	purT	0	1	0	0	0
Rv0149	sigG	0	1	0	0	0
Rv0149	vapB30	0	1	0	0	0
Rv0158	Rv0238	0	1	0	0	0
Rv0158	Rv0250c	0	1	0	0	0
Rv0158	Rv0328	0	1	0	0	0
Rv0158	Rv0370c	0	1	0	0	0
Rv0158	Rv0383c	0	1	0	0	0
Rv0158	Rv0481c	0	1	0	0	0
Rv0158	Rv0487	0	1	0	0	0
Rv0158	Rv0496	0	1	0	0	0
Rv0158	Rv0518	0	1	0	0	0
Rv0158	Rv0526	0	1	0	0	0
Rv0158	Rv0543c	0	1	0	0	0
Rv0158	Rv0559c	0	1	0	0	0
Rv0158	Rv0588	0	1	0	0	0
Rv0158	Rv0680c	0	1	0	0	0
Rv0158	Rv0681	0	1	0	0	0
Rv0158	Rv0691c	0	1	0	0	0
Rv0158	dcd	0	1	0	0	0
Rv0158	esxH	0	1	0	0	0
Rv0158	hspR	0	1	0	0	0
Rv0158	mce1F	0	1	0	0	0
Rv0158	mce2F	0	1	0	0	0
Rv0158	mkl	0	1	0	0	0
Rv0158	mmpS1	0	1	0	0	0
Rv0158	mmpS2	0	1	0	0	0
Rv0158	mmpS4	0	1	0	0	0
Rv0158	mmpS5	0	1	0	0	0
Rv0158	ndhA	0	1	0	0	0
Rv0158	rplC	0	1	0	0	0
Rv0158	rplN	0	1	0	0	0
Rv0158	rpmC	0	1	0	0	0
Rv0158	yrbE1B	0	1	0	0	0
Rv0161	Rv0176	0	1	0	0	0
Rv0161	Rv0183	0	1	0	0	0
Rv0161	Rv0184	0	1	0	0	0
Rv0161	Rv0185	0	1	0	0	0
Rv0161	Rv0199	0	1	0	0	0
Rv0161	Rv0200	0	1	0	0	0
Rv0161	Rv0201c	0	1	0	0	0
Rv0161	Rv0204c	0	1	0	0	0
Rv0161	Rv0207c	0	1	0	0	0
Rv0161	Rv0216	0	1	0	0	0
Rv0161	Rv0219	0	1	0	0	0
Rv0161	Rv0221	0	1	0	0	0
Rv0161	Rv0223c	0	1	0	0	0
Rv0161	Rv0224c	0	1	0	0	0
Rv0161	Rv0225	0	1	0	0	0
Rv0161	Rv0232	0	1	0	0	0
Rv0161	Rv0247c	0	1	0	0	0
Rv0161	Rv0248c	0	1	0	0	0
Rv0161	Rv0263c	0	1	0	0	0
Rv0161	Rv0273c	0	1	0	0	0
Rv0161	Rv0276	0	1	0	0	0
Rv0161	Rv0281	0	1	0	0	0
Rv0161	Rv0293c	0	1	0	0	0
Rv0161	Rv0308	0	1	0	0	0
Rv0161	Rv0310c	0	1	0	0	0
Rv0161	Rv0314c	0	1	0	0	0
Rv0161	Rv0333	0	1	0	0	0
Rv0161	Rv0340	0	1	0	0	0
Rv0161	Rv0369c	0	1	0	0	0
Rv0161	Rv0371c	0	1	0	0	0
Rv0161	Rv0373c	0	1	0	0	0
Rv0161	Rv0377	0	1	0	0	0
Rv0161	Rv0380c	0	1	0	0	0
Rv0161	Rv0385	0	1	0	0	0
Rv0161	Rv0398c	0	1	0	0	0
Rv0161	Rv0420c	0	1	0	0	0
Rv0161	Rv0421c	0	1	0	0	0
Rv0161	Rv0434	0	1	0	0	0
Rv0161	Rv0435c	0	1	0	0	0
Rv0161	Rv0448c	0	1	0	0	0
Rv0161	Rv0458	0	1	0	0	0
Rv0161	Rv0459	0	1	0	0	0
Rv0161	Rv0460	0	1	0	0	0
Rv0161	Rv0461	0	1	0	0	0
Rv0161	Rv0463	0	1	0	0	0
Rv0161	Rv0472c	0	1	0	0	0
Rv0161	Rv0477	0	1	0	0	0
Rv0161	Rv0479c	0	1	0	0	0
Rv0161	Rv0480c	0	1	0	0	0
Rv0161	Rv0484c	0	1	0	0	0
Rv0161	Rv0497	0	1	0	0	0
Rv0161	Rv0516c	0	1	0	0	0
Rv0161	Rv0525	0	1	0	0	0
Rv0161	Rv0535	0	1	0	0	0
Rv0161	Rv0541c	0	1	0	0	0
Rv0161	Rv0566c	0	1	0	0	0
Rv0161	Rv0575c	0	1	0	0	0
Rv0161	Rv0576	0	1	0	0	0
Rv0161	Rv0580c	0	1	0	0	0
Rv0161	Rv0600c	0	1	0	0	0
Rv0161	Rv0658c	0	1	0	0	0
Rv0161	Rv0669c	0	1	0	0	0
Rv0161	Rv0686	0	1	0	0	0
Rv0161	Rv0695	0	1	0	0	0
Rv0161	Rv0697	0	1	0	0	0
Rv0161	Rv0712	0	1	0	0	0
Rv0161	Rv0713	0	1	0	0	0
Rv0161	Rv0725c	0	1	0	0	0
Rv0161	Rv0726c	0	1	0	0	0
Rv0161	Rv0731c	0	1	0	0	0
Rv0161	Rv0738	0	1	0	0	0
Rv0161	Rv0756c	0	1	0	0	0
Rv0161	Rv0791c	0	1	0	0	0
Rv0161	Rv0825c	0	1	0	0	0
Rv0161	Rv0830	0	1	0	0	0
Rv0161	Rv0877	0	1	0	0	0
Rv0161	Rv0893c	0	1	0	0	0
Rv0161	Rv0909	0	1	0	0	0
Rv0161	Rv0958	0	1	0	0	0
Rv0161	Rv0965c	0	1	0	0	0
Rv0161	aac	0	1	0	0	0
Rv0161	accA2	0	1	0	0	0
Rv0161	ackA	0	1	0	0	0
Rv0161	atsA	0	1	0	0	0
Rv0161	cyp135A1	0	1	0	0	0
Rv0161	cyp135B1	0	1	0	0	0
Rv0161	eccA3	0	1	0	0	0
Rv0161	eccC3	0	1	0	0	0
Rv0161	eccD3	0	1	0	0	0
Rv0161	echA2	0	1	0	0	0
Rv0161	echA3	0	1	0	0	0
Rv0161	echA4	0	1	0	0	0
Rv0161	esxG	0	1	0	0	0
Rv0161	fabG4	0	1	0	0	0
Rv0161	fadD2	0	1	0	0	0
Rv0161	fadD8	0	1	0	0	0
Rv0161	fadE6	0	1	0	0	0
Rv0161	fucA	0	1	0	0	0
Rv0161	galK	0	1	0	0	0
Rv0161	grcC1	0	1	0	0	0
Rv0161	grcC2	0	1	0	0	0
Rv0161	hbhA	0	1	0	0	0
Rv0161	hemC	0	1	0	0	0
Rv0161	htpX	0	1	0	0	0
Rv0161	kmtR	0	1	0	0	0
Rv0161	lpqN	0	1	0	0	0
Rv0161	lpqP	0	1	0	0	0
Rv0161	mce1C	0	1	0	0	0
Rv0161	mce1D	0	1	0	0	0
Rv0161	mce2C	0	1	0	0	0
Rv0161	mce2D	0	1	0	0	0
Rv0161	mgtA	0	1	0	0	0
Rv0161	mmpL11	0	1	0	0	0
Rv0161	mmpL3	0	1	0	0	0
Rv0161	mmsB	0	1	0	0	0
Rv0161	moaE2	0	1	0	0	0
Rv0161	mutT3	0	1	0	0	0
Rv0161	nirD	0	1	0	0	0
Rv0161	nusG	0	1	0	0	0
Rv0161	php	0	1	0	0	0
Rv0161	pta	0	1	0	0	0
Rv0161	rpoB	0	1	0	0	0
Rv0161	rskA	0	1	0	0	0
Rv0161	senX3	0	1	0	0	0
Rv0161	sigK	0	1	0	0	0
Rv0161	tam	0	1	0	0	0
Rv0161	thiC	0	1	0	0	0
Rv0161	zmp1	0	1	0	0	0
Rv0176	Rv0177	1	0	0	0	0
Rv0176	Rv0183	0	1	0	0	0
Rv0176	Rv0184	0	1	0	0	0
Rv0176	Rv0185	0	1	0	0	0
Rv0176	Rv0199	0	1	0	0	0
Rv0176	Rv0200	0	1	0	0	0
Rv0176	Rv0201c	0	1	0	0	0
Rv0176	Rv0204c	0	1	0	0	0
Rv0176	Rv0207c	0	1	0	0	0
Rv0176	Rv0216	0	1	0	0	0
Rv0176	Rv0219	0	1	0	0	0
Rv0176	Rv0221	0	1	0	0	0
Rv0176	Rv0223c	0	1	0	0	0
Rv0176	Rv0224c	0	1	0	0	0
Rv0176	Rv0225	0	1	0	0	0
Rv0176	Rv0232	0	1	0	0	0
Rv0176	Rv0247c	0	1	0	0	0
Rv0176	Rv0248c	0	1	0	0	0
Rv0176	Rv0263c	0	1	0	0	0
Rv0176	Rv0273c	0	1	0	0	0
Rv0176	Rv0276	0	1	0	0	0
Rv0176	Rv0281	0	1	0	0	0
Rv0176	Rv0293c	0	1	0	0	0
Rv0176	Rv0308	0	1	0	0	0
Rv0176	Rv0310c	0	1	0	0	0
Rv0176	Rv0314c	0	1	0	0	0
Rv0176	Rv0333	0	1	0	0	0
Rv0176	Rv0340	0	1	0	0	0
Rv0176	Rv0369c	0	1	0	0	0
Rv0176	Rv0371c	0	1	0	0	0
Rv0176	Rv0373c	0	1	0	0	0
Rv0176	Rv0377	0	1	0	0	0
Rv0176	Rv0380c	0	1	0	0	0
Rv0176	Rv0385	0	1	0	0	0
Rv0176	Rv0398c	0	1	0	0	0
Rv0176	Rv0420c	0	1	0	0	0
Rv0176	Rv0421c	0	1	0	0	0
Rv0176	Rv0434	0	1	0	0	0
Rv0176	Rv0435c	0	1	0	0	0
Rv0176	Rv0448c	0	1	0	0	0
Rv0176	Rv0458	0	1	0	0	0
Rv0176	Rv0459	0	1	0	0	0
Rv0176	Rv0460	0	1	0	0	0
Rv0176	Rv0461	0	1	0	0	0
Rv0176	Rv0463	0	1	0	0	0
Rv0176	Rv0472c	0	1	0	0	0
Rv0176	Rv0477	0	1	0	0	0
Rv0176	Rv0479c	0	1	0	0	0
Rv0176	Rv0480c	0	1	0	0	0
Rv0176	Rv0484c	0	1	0	0	0
Rv0176	Rv0497	0	1	0	0	0
Rv0176	Rv0516c	0	1	0	0	0
Rv0176	Rv0525	0	1	0	0	0
Rv0176	Rv0535	0	1	0	0	0
Rv0176	Rv0541c	0	1	0	0	0
Rv0176	Rv0566c	0	1	0	0	0
Rv0176	Rv0575c	0	1	0	0	0
Rv0176	Rv0576	0	1	0	0	0
Rv0176	Rv0580c	0	1	0	0	0
Rv0176	Rv0600c	0	1	0	0	0
Rv0176	Rv0658c	0	1	0	0	0
Rv0176	Rv0669c	0	1	0	0	0
Rv0176	Rv0686	0	1	0	0	0
Rv0176	Rv0695	0	1	0	0	0
Rv0176	Rv0697	0	1	0	0	0
Rv0176	Rv0712	0	1	0	0	0
Rv0176	Rv0713	0	1	0	0	0
Rv0176	Rv0725c	0	1	0	0	0
Rv0176	Rv0726c	0	1	0	0	0
Rv0176	Rv0731c	0	1	0	0	0
Rv0176	Rv0738	0	1	0	0	0
Rv0176	Rv0756c	0	1	0	0	0
Rv0176	Rv0791c	0	1	0	0	0
Rv0176	Rv0825c	0	1	0	0	0
Rv0176	Rv0830	0	1	0	0	0
Rv0176	Rv0877	0	1	0	0	0
Rv0176	Rv0893c	0	1	0	0	0
Rv0176	Rv0909	0	1	0	0	0
Rv0176	Rv0958	0	1	0	0	0
Rv0176	Rv0965c	0	1	0	0	0
Rv0176	aac	0	1	0	0	0
